"Root","Relative","FullName","Extension","Length"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\criticalhit4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\criticalhit4.mp3",".mp3","316648"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\criticalhit5.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\criticalhit5.mp3",".mp3","352174"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\criticalhit6.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\criticalhit6.mp3",".mp3","592501"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\criticalhit7.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\criticalhit7.mp3",".mp3","405464"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\criticalhit8.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\criticalhit8.mp3",".mp3","413823"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\criticalhit9.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\criticalhit9.mp3",".mp3","375162"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death1.mp3",".mp3","39750"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death10.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death10.mp3",".mp3","18852"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death11.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death11.mp3",".mp3","30346"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death12.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death12.mp3",".mp3","29301"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death13.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death13.mp3",".mp3","17807"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death14.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death14.mp3",".mp3","26166"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death15.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death15.mp3",".mp3","75276"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death16.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death16.mp3",".mp3","23031"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death17.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death17.mp3",".mp3","32436"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death18.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death18.mp3",".mp3","34525"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death19.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death19.mp3",".mp3","39750"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death2.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death2.mp3",".mp3","26166"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death20.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death20.mp3",".mp3","23031"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death21.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death21.mp3",".mp3","27211"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death22.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death22.mp3",".mp3","21987"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death23.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death23.mp3",".mp3","28256"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death24.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death24.mp3",".mp3","29301"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death25.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death25.mp3",".mp3","17807"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death26.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death26.mp3",".mp3","32436"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death27.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death27.mp3",".mp3","19897"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death28.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death28.mp3",".mp3","48109"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death29.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death29.mp3",".mp3","37660"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death3.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death3.mp3",".mp3","71097"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death30.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death30.mp3",".mp3","60648"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death31.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death31.mp3",".mp3","29301"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death32.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death32.mp3",".mp3","65872"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death33.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death33.mp3",".mp3","69007"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death34.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death34.mp3",".mp3","84680"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death35.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death35.mp3",".mp3","56468"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death36.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death36.mp3",".mp3","91995"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death37.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death37.mp3",".mp3","91995"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death38.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death38.mp3",".mp3","110803"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death39.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death39.mp3",".mp3","44974"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death4.mp3",".mp3","81546"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death40.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death40.mp3",".mp3","66917"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death41.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death41.mp3",".mp3","29301"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death5.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death5.mp3",".mp3","32436"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death6.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death6.mp3",".mp3","29301"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death7.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death7.mp3",".mp3","37660"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death8.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death8.mp3",".mp3","35570"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\death9.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\death9.mp3",".mp3","56468"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\falling1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\falling1.mp3",".mp3","241415"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\falling2.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\falling2.mp3",".mp3","285301"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\falling3.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\falling3.mp3",".mp3","252909"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\falling4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\falling4.mp3",".mp3","336501"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\falling5.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\falling5.mp3",".mp3","347995"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt1.mp3",".mp3","50199"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt10.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt10.mp3",".mp3","61693"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt11.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt11.mp3",".mp3","80501"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt2.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt2.mp3",".mp3","75276"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt3.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt3.mp3",".mp3","37660"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt4.mp3",".mp3","41840"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt5.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt5.mp3",".mp3","37660"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt6.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt6.mp3",".mp3","38705"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt7.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt7.mp3",".mp3","49154"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt8.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt8.mp3",".mp3","30346"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\forwardtaunt9.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\forwardtaunt9.mp3",".mp3","59603"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout1.mp3",".mp3","39750"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout10.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout10.mp3",".mp3","39750"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout11.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout11.mp3",".mp3","44974"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout12.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout12.mp3",".mp3","56468"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout13.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout13.mp3",".mp3","40795"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout14.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout14.mp3",".mp3","64827"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout15.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout15.mp3",".mp3","71097"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout16.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout16.mp3",".mp3","48109"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout2.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout2.mp3",".mp3","39750"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout3.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout3.mp3",".mp3","55423"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout4.mp3",".mp3","48109"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout5.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout5.mp3",".mp3","48109"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout6.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout6.mp3",".mp3","49154"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout7.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout7.mp3",".mp3","103489"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout8.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout8.mp3",".mp3","40795"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\fragout9.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\fragout9.mp3",".mp3","38705"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\friendlyfire1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\friendlyfire1.mp3",".mp3","101399"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\friendlyfire2.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\friendlyfire2.mp3",".mp3","90950"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\friendlyfire3.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\friendlyfire3.mp3",".mp3","106623"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\friendlyfire4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\friendlyfire4.mp3",".mp3","116027"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\friendlyfire5.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\friendlyfire5.mp3",".mp3","119162"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\grenade1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\grenade1.mp3",".mp3","59603"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\grenade2.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\grenade2.mp3",".mp3","44974"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\grenade3.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\grenade3.mp3",".mp3","57513"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\grenade4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\grenade4.mp3",".mp3","37660"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\grenade5.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\grenade5.mp3",".mp3","53333"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\grouptaunt1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\grouptaunt1.mp3",".mp3","38705"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\halttaunt1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\halttaunt1.mp3",".mp3","33480"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\halttaunt2.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\halttaunt2.mp3",".mp3","49154"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\halttaunt3.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\halttaunt3.mp3",".mp3","66917"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\halttaunt4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\halttaunt4.mp3",".mp3","33480"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit1.mp3",".mp3","44974"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit10.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit10.mp3",".mp3","30346"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit11.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit11.mp3",".mp3","95129"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit12.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit12.mp3",".mp3","56468"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit13.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit13.mp3",".mp3","41840"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit2.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit2.mp3",".mp3","37660"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit3.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit3.mp3",".mp3","37660"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit4.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit4.mp3",".mp3","29301"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit5.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit5.mp3",".mp3","31391"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit6.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit6.mp3",".mp3","28256"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit7.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit7.mp3",".mp3","25121"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit8.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit8.mp3",".mp3","27211"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hit9.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hit9.mp3",".mp3","20942"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hitswear1.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hitswear1.mp3",".mp3","38705"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hitswear10.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hitswear10.mp3",".mp3","55423"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hitswear11.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hitswear11.mp3",".mp3","57513"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hitswear12.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hitswear12.mp3",".mp3","41840"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher","sound\specops\hitswear13.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3544105055\gmpublisher\sound\specops\hitswear13.mp3",".mp3","79456"
